0,0.10338,0.1394
1,0.14432,0.1847
2,0.1849,0.1962
3,0.18468,0.1879
4,0.19708,0.2169
5,0.23228,0.2588
6,0.2654,0.2713
7,0.28384,0.2918
8,0.3136,0.3238
9,0.34596,0.3085
10,0.35704,0.3646
11,0.37736,0.358
12,0.3891,0.3755
13,0.4069,0.3971
14,0.42448,0.4206
15,0.4425,0.3704
16,0.45396,0.4147
17,0.45888,0.4621
18,0.46414,0.4442
19,0.46948,0.3478
20,0.47136,0.4528
21,0.47518,0.4067
22,0.47966,0.42
23,0.48006,0.4412
24,0.48216,0.391
25,0.48566,0.4157
26,0.48732,0.4107
27,0.48658,0.4416
28,0.48974,0.476
29,0.48928,0.4125
30,0.49036,0.4672
31,0.49092,0.381
32,0.49276,0.4127
33,0.49688,0.4338
34,0.49688,0.4801
35,0.49894,0.4547
36,0.4982,0.4107
37,0.49738,0.4428
38,0.50156,0.4538
39,0.50188,0.5
40,0.5002,0.4464
41,0.5053,0.4488
42,0.50216,0.4113
43,0.50474,0.4749
44,0.50398,0.4695
45,0.50728,0.4884
46,0.50656,0.5062
47,0.50886,0.4802
48,0.50744,0.5019
49,0.51024,0.496
50,0.50992,0.4916
51,0.51024,0.456
52,0.51086,0.4082
53,0.51378,0.4449
54,0.51342,0.4723
55,0.51474,0.4734
56,0.51332,0.4295
57,0.51824,0.4458
58,0.51568,0.5081
59,0.51998,0.4756
60,0.52158,0.4841
61,0.5176,0.5019
62,0.5225,0.5204
63,0.52186,0.4568
64,0.5256,0.5066
65,0.5251,0.404
66,0.52598,0.5039
67,0.5273,0.5163
68,0.52668,0.5041
69,0.52928,0.5141
70,0.52982,0.4799
71,0.5299,0.4985
72,0.53204,0.5339
73,0.53336,0.5116
74,0.535,0.5265
75,0.53514,0.5158
76,0.5368,0.5382
77,0.53758,0.5267
78,0.53908,0.5423
79,0.53898,0.5374
80,0.54344,0.5284
81,0.5419,0.527
82,0.54544,0.5484
83,0.5481,0.5496
84,0.54526,0.5598
85,0.55076,0.5519
86,0.54748,0.5512
87,0.54916,0.5509
88,0.54978,0.5576
89,0.55296,0.5598
90,0.55656,0.5632
91,0.55388,0.5605
92,0.55538,0.563
93,0.55636,0.5665
94,0.55874,0.5649
95,0.55796,0.5667
96,0.55952,0.5715
97,0.55816,0.5692
98,0.55912,0.5677
99,0.5623,0.5662
