0,0.10234,0.1049
1,0.1043,0.1113
2,0.11946,0.1369
3,0.14016,0.1511
4,0.16766,0.1877
5,0.193,0.1993
6,0.20658,0.2264
7,0.22344,0.2368
8,0.24008,0.2636
9,0.25684,0.2536
10,0.27408,0.2611
11,0.28438,0.2593
12,0.29154,0.2741
13,0.29764,0.2614
14,0.30202,0.2546
15,0.30978,0.2448
16,0.3129,0.2526
17,0.31618,0.3188
18,0.32228,0.2727
19,0.3237,0.2976
20,0.32498,0.257
21,0.33018,0.2979
22,0.33572,0.3054
23,0.33628,0.3189
24,0.33984,0.276
25,0.3427,0.2971
26,0.34706,0.2459
27,0.34826,0.3461
28,0.3493,0.3401
29,0.35384,0.314
30,0.35538,0.3099
31,0.35556,0.3279
32,0.35654,0.3506
33,0.35994,0.2368
34,0.35886,0.3538
35,0.3619,0.2915
36,0.36058,0.3193
37,0.3601,0.3639
38,0.36338,0.2466
39,0.36192,0.2884
40,0.36466,0.3467
41,0.36388,0.2647
42,0.36794,0.3736
43,0.36702,0.3377
44,0.36576,0.3621
45,0.36986,0.3653
46,0.37044,0.3742
47,0.36802,0.3413
48,0.36888,0.3585
49,0.36944,0.3571
50,0.36822,0.3821
51,0.3711,0.3304
52,0.37306,0.3201
53,0.37194,0.377
54,0.3724,0.3391
55,0.37328,0.3494
56,0.37148,0.3162
57,0.37526,0.3487
58,0.37522,0.3517
59,0.3773,0.3304
60,0.37836,0.3103
61,0.37454,0.3146
62,0.37542,0.3258
63,0.37582,0.3399
64,0.3798,0.3584
65,0.38038,0.2599
66,0.38136,0.3522
67,0.37992,0.3377
68,0.38344,0.3519
69,0.38062,0.3602
70,0.381,0.3625
71,0.38164,0.3611
72,0.38288,0.364
73,0.38366,0.3866
74,0.38582,0.3478
75,0.385,0.315
76,0.38782,0.3998
77,0.38766,0.3975
78,0.3862,0.3903
79,0.38762,0.3926
80,0.39116,0.4041
81,0.39188,0.3854
82,0.3895,0.4052
83,0.39076,0.3787
84,0.39098,0.3679
85,0.39346,0.3907
86,0.39338,0.413
87,0.39422,0.4112
88,0.39638,0.3936
89,0.39402,0.4089
90,0.39468,0.4118
91,0.39806,0.4136
92,0.39818,0.4089
93,0.39972,0.415
94,0.39526,0.4161
95,0.3975,0.4147
96,0.39816,0.4203
97,0.39834,0.4199
98,0.40026,0.4201
99,0.3969,0.419
