0,0.1545,0.1956
1,0.2206,0.2448
2,0.26044,0.2898
3,0.30024,0.311
4,0.3317,0.3563
5,0.36546,0.3609
6,0.39428,0.3798
7,0.42016,0.4343
8,0.44738,0.4507
9,0.47036,0.4599
10,0.48936,0.4604
11,0.49934,0.4829
12,0.50742,0.4923
13,0.51486,0.5143
14,0.51858,0.4094
15,0.51952,0.5092
16,0.5225,0.496
17,0.52684,0.5122
18,0.52942,0.4878
19,0.53472,0.5085
20,0.53518,0.479
21,0.53584,0.4834
22,0.53672,0.5165
23,0.53912,0.478
24,0.54214,0.3794
25,0.54156,0.479
26,0.54118,0.5009
27,0.54168,0.4605
28,0.54666,0.5455
29,0.54658,0.5353
30,0.54782,0.517
31,0.54574,0.488
32,0.54854,0.53
33,0.54838,0.5066
34,0.55288,0.4753
35,0.55022,0.5356
36,0.54932,0.5226
37,0.55098,0.5571
38,0.55356,0.5034
39,0.55474,0.5351
40,0.55396,0.5175
41,0.55302,0.5059
42,0.55812,0.5472
43,0.55734,0.5194
44,0.5576,0.5418
45,0.56272,0.5341
46,0.56074,0.567
47,0.56022,0.4966
48,0.56224,0.5184
49,0.5663,0.5352
50,0.56446,0.5481
51,0.56632,0.5538
52,0.56784,0.509
53,0.56764,0.5287
54,0.56996,0.5824
55,0.56896,0.5773
56,0.57018,0.5254
57,0.57214,0.542
58,0.5716,0.5036
59,0.57488,0.5639
60,0.5752,0.5531
61,0.57536,0.5771
62,0.57596,0.5641
63,0.575,0.5491
64,0.57674,0.5803
65,0.57728,0.5675
66,0.58018,0.5772
67,0.58254,0.5455
68,0.58016,0.581
69,0.58322,0.575
70,0.58452,0.5716
71,0.58708,0.5632
72,0.5877,0.5867
73,0.58812,0.5648
74,0.59114,0.5941
75,0.5893,0.5917
76,0.58968,0.5804
77,0.5952,0.5932
78,0.59488,0.5983
79,0.5962,0.6014
80,0.59696,0.6072
81,0.60152,0.6065
82,0.6031,0.5985
83,0.59974,0.5992
84,0.6027,0.6118
85,0.60286,0.6129
86,0.60594,0.6156
87,0.60488,0.6168
88,0.60686,0.6173
89,0.60828,0.622
90,0.60912,0.6217
91,0.61008,0.6204
92,0.61224,0.6214
93,0.61204,0.6256
94,0.6154,0.6224
95,0.61574,0.6261
96,0.61548,0.6283
97,0.61658,0.628
98,0.6157,0.6244
99,0.61706,0.6264
