0,0.13584,0.1641
1,0.19792,0.2155
2,0.22976,0.2513
3,0.25484,0.2638
4,0.285,0.3117
5,0.3159,0.3227
6,0.34458,0.3655
7,0.37698,0.3897
8,0.39962,0.4072
9,0.42044,0.4305
10,0.44682,0.4226
11,0.46736,0.3452
12,0.48082,0.4474
13,0.4898,0.4998
14,0.4973,0.4499
15,0.50192,0.474
16,0.50716,0.473
17,0.51112,0.4982
18,0.51418,0.4845
19,0.51632,0.4493
20,0.51872,0.483
21,0.51852,0.4901
22,0.52214,0.4275
23,0.52086,0.4184
24,0.52554,0.4712
25,0.52686,0.4395
26,0.52796,0.4881
27,0.52758,0.429
28,0.52906,0.5099
29,0.53244,0.5093
30,0.53436,0.5213
31,0.5332,0.4463
32,0.53414,0.4946
33,0.53412,0.5179
34,0.53438,0.4613
35,0.53718,0.4694
36,0.53676,0.5112
37,0.5372,0.4653
38,0.541,0.5021
39,0.53948,0.4965
40,0.5399,0.5284
41,0.54604,0.5267
42,0.54528,0.488
43,0.54376,0.4635
44,0.54756,0.5207
45,0.54588,0.5226
46,0.55082,0.467
47,0.55174,0.5168
48,0.5537,0.5413
49,0.55494,0.5389
50,0.55326,0.5387
51,0.55392,0.5138
52,0.5538,0.5242
53,0.5559,0.5508
54,0.5559,0.5374
55,0.55956,0.5582
56,0.56128,0.5364
57,0.5605,0.5463
58,0.55952,0.5264
59,0.56324,0.5266
60,0.56342,0.5424
61,0.56404,0.5446
62,0.56522,0.5212
63,0.5668,0.5369
64,0.56872,0.5769
65,0.56748,0.565
66,0.57508,0.5702
67,0.57164,0.5544
68,0.57206,0.5675
69,0.57478,0.5322
70,0.5753,0.5483
71,0.57716,0.5528
72,0.57604,0.5642
73,0.57792,0.5499
74,0.5801,0.5858
75,0.584,0.5763
76,0.58534,0.5698
77,0.5838,0.5658
78,0.58294,0.579
79,0.58372,0.591
80,0.58778,0.5812
81,0.58936,0.5977
82,0.58706,0.5908
83,0.59298,0.5872
84,0.59102,0.5905
85,0.59376,0.5789
86,0.59422,0.6036
87,0.59644,0.599
88,0.59884,0.6121
89,0.59936,0.6105
90,0.59914,0.6035
91,0.6008,0.6136
92,0.60224,0.61
93,0.60464,0.6151
94,0.60052,0.6165
95,0.60582,0.6186
96,0.60746,0.614
97,0.6047,0.6175
98,0.60608,0.6155
99,0.60708,0.6155
